listing_id,YearMonth,number,score
954211,2014-3,3,0.9588666666666666
954211,2014-4,2,0.84645
954211,2014-5,2,0.9886999999999999
954211,2014-6,1,0.9765
954211,2014-7,4,0.9399500000000001
954211,2014-8,2,0.9319999999999999
954211,2014-9,2,0.9501
954211,2015-1,1,0.9583
954211,2015-3,1,0.9431
954211,2015-5,1,0.9457
954211,2015-6,1,0.88
954211,2015-8,1,0.948
954211,2015-9,3,0.9600999999999998
954211,2016-1,1,0.984
954211,2016-4,2,0.8208
954211,2016-6,1,0.807
954211,2016-8,1,0.0
954211,2017-4,1,0.9595
956313,2013-11,2,0.98985
956313,2013-8,1,0.9883
956313,2014-1,1,0.9921
956313,2014-10,1,0.9889
956313,2014-12,2,0.9717
956313,2014-2,2,0.9806
956313,2014-4,1,0.9885
956313,2014-5,2,0.95965
956313,2014-6,1,0.9486
956313,2014-8,1,0.0
956313,2015-12,1,0.765
956313,2016-10,1,0.0
956313,2016-2,1,0.9936
956313,2016-5,1,0.9896
956313,2016-8,1,0.9412
956313,2017-2,1,0.8442
956313,2017-3,1,0.8881
956313,2017-4,2,0.6933
956313,2017-5,1,0.7841
956313,2017-6,2,0.97415
956313,2017-9,1,0.9725
956313,2018-10,1,0.933
956313,2018-11,1,0.9941
956313,2018-3,1,0.9735
956313,2018-4,1,0.4404
956313,2018-6,1,0.956
956313,2018-9,1,0.9793
956313,2019-12,1,0.9848
956313,2019-5,1,0.9915
956313,2019-7,1,0.68
956313,2019-8,1,0.983
956313,2020-1,1,0.9412
956313,2020-2,1,0.9886
957734,2013-10,3,0.9492333333333333
957734,2013-11,4,0.917975
957734,2013-12,1,0.9725
957734,2013-4,5,0.95244
957734,2013-5,2,0.95635
957734,2013-6,3,0.9667333333333333
957734,2013-7,4,0.969875
957734,2013-8,3,0.9448000000000002
957734,2013-9,3,0.9370666666666666
957734,2014-11,2,0.9835499999999999
957734,2014-12,1,0.9828
957734,2014-3,3,0.8503999999999999
957734,2014-4,4,0.95635
957734,2014-5,4,0.9675750000000001
957734,2014-6,1,0.9743
957734,2014-8,2,0.9698
957734,2014-9,3,0.8395333333333332
957734,2015-1,1,0.9917
957734,2015-10,5,0.88644
957734,2015-11,2,0.97405
957734,2015-12,3,0.9866
957734,2015-2,2,0.88625
957734,2015-3,2,0.3518
957734,2015-4,4,0.931325
957734,2015-5,4,0.960325
957734,2015-6,6,0.6263833333333334
957734,2015-8,2,0.75725
957734,2015-9,2,0.9459
957734,2016-1,2,0.5354
957734,2016-10,4,0.93415
957734,2016-11,2,0.8423
957734,2016-12,1,0.9927
957734,2016-2,3,0.8988999999999999
957734,2016-3,5,0.9326399999999999
957734,2016-6,4,0.9662999999999999
957734,2016-7,2,0.9581999999999999
957734,2016-8,2,0.958
957734,2016-9,3,0.8379333333333334
957734,2017-1,4,0.91095
957734,2017-10,4,0.6814
957734,2017-11,2,0.9158999999999999
957734,2017-12,2,0.49755
957734,2017-2,2,0.92835
957734,2017-3,1,0.7906
957734,2017-4,2,0.9372
957734,2017-5,1,0.8421
957734,2017-6,1,0.936
957734,2017-7,1,0.9638
957734,2017-8,3,0.8166666666666668
957734,2017-9,4,0.964075
957734,2018-1,4,0.692275
957734,2018-10,4,0.8276249999999999
957734,2018-11,5,0.75424
957734,2018-12,3,0.9429666666666666
957734,2018-2,3,0.23616666666666666
957734,2018-3,2,0.93735
957734,2018-4,5,0.8421800000000002
957734,2018-5,4,0.884825
957734,2018-6,3,0.9335333333333334
957734,2018-7,2,0.9529000000000001
957734,2018-8,4,0.933775
957734,2018-9,6,0.9273833333333333
957734,2019-1,2,0.8362
957734,2019-10,4,0.938275
957734,2019-11,3,0.6474333333333333
957734,2019-12,2,0.9203
957734,2019-3,3,0.7674666666666666
957734,2019-4,5,0.78922
957734,2019-5,3,0.6069
957734,2019-8,1,0.9617
957734,2019-9,2,0.9093
957734,2020-1,5,0.9637799999999999
957734,2020-2,2,0.9308000000000001
958370,2013-11,1,0.9647
958370,2013-3,1,0.9535
958370,2013-7,1,0.9824
958370,2014-1,1,0.9778
958370,2014-10,3,0.6583333333333333
958370,2014-11,3,0.9776333333333334
958370,2014-12,1,0.9556
958370,2014-2,1,0.9402
958370,2014-3,5,0.6476200000000001
958370,2014-4,3,0.9575
958370,2014-5,4,0.960575
958370,2014-6,1,0.0
958370,2014-8,1,0.9217
958370,2014-9,2,0.36745
958370,2015-1,1,0.9868
958370,2015-10,1,0.7351
958370,2015-3,4,0.906075
958370,2015-4,4,0.8011999999999999
958370,2015-5,3,0.9662666666666667
958370,2015-6,1,0.9632
958370,2015-7,2,0.9895499999999999
958370,2015-8,2,0.96445
958370,2015-9,3,0.9433000000000001
958370,2016-10,3,0.9733
958370,2016-11,2,0.9507
958370,2016-12,2,0.7738
958370,2016-3,1,0.8953
958370,2016-4,5,0.8013
958370,2016-5,2,0.84595
958370,2016-6,3,0.5429333333333333
958370,2016-7,1,0.9583
958370,2016-8,2,0.97865
958370,2016-9,1,0.9712
958370,2017-1,1,0.9674
958370,2017-10,1,0.9827
958370,2017-11,1,0.8519
958370,2017-3,2,0.9198
958370,2017-4,1,0.5859
958370,2017-5,3,0.9075666666666667
958370,2017-6,1,0.7906
980395,2014-12,2,0.9645
980395,2014-2,1,0.9775
980395,2014-4,5,0.8142799999999999
980395,2014-5,2,0.9507000000000001
980395,2014-7,1,0.8473
980395,2014-8,1,0.9736
980395,2014-9,2,0.9198999999999999
980395,2015-1,4,0.9304749999999999
980395,2015-10,1,0.9831
980395,2015-12,1,0.0
980395,2015-2,3,0.9024333333333333
980395,2015-3,4,0.7119
980395,2015-4,4,0.9395249999999999
980395,2015-5,6,0.8192499999999999
980395,2015-6,3,0.3433
980395,2015-7,2,0.85105
980395,2015-8,1,0.9468
980395,2015-9,3,0.5108666666666667
980395,2016-2,1,0.0
980395,2018-10,1,0.9153
980395,2018-4,1,0.9061
980395,2019-1,2,0.79495
980395,2019-11,1,0.8834
980395,2019-2,1,0.9909
980395,2019-3,1,0.8534
980395,2019-4,1,0.8676
980395,2019-5,1,0.8885
980395,2019-7,1,0.8225
980395,2019-8,1,-0.7187
980395,2019-9,1,0.6588
980395,2020-1,3,0.9262333333333332
996138,2013-10,2,0.7976000000000001
996138,2013-4,3,0.9860333333333333
996138,2013-5,1,0.9751
996138,2013-6,2,0.98985
996138,2013-7,3,0.9846
996138,2013-8,3,0.9853666666666667
996138,2013-9,3,0.9753333333333334
996138,2014-1,1,0.9768
996138,2014-10,1,0.926
996138,2014-11,1,0.9517
996138,2014-3,2,0.92695
996138,2014-4,1,0.9531
996138,2014-5,1,0.9607
996138,2014-6,1,0.9902
996138,2014-7,1,0.9787
996138,2014-8,3,0.9734333333333334
996138,2014-9,1,0.9829
996138,2015-2,2,0.0
996138,2016-10,3,0.9481999999999999
996138,2016-11,1,0.9578
996138,2016-6,2,0.95965
996138,2016-7,1,0.9893
996138,2016-8,2,0.8925
996138,2017-1,1,0.9649
996138,2017-10,1,0.994
996138,2017-11,3,0.6980666666666666
996138,2017-12,1,0.979
996138,2017-4,1,0.9661
996138,2017-6,1,0.796
996138,2017-7,2,0.98255
996138,2017-8,2,0.6527
996138,2017-9,1,0.978
996138,2018-10,2,0.9641
996138,2018-11,2,0.9259999999999999
996138,2018-12,1,0.7184
996138,2018-2,1,0.9609
996138,2018-3,1,0.9737
996138,2018-4,3,0.9799666666666668
996138,2018-5,2,0.9715499999999999
996138,2018-6,3,0.9583
996138,2018-7,3,0.8404666666666666
996138,2019-10,3,0.8987333333333334
996138,2019-11,1,0.8934
996138,2019-12,1,0.9639
996138,2019-2,1,0.9117
996138,2019-3,1,0.9412
996138,2019-4,1,0.9458
996138,2019-7,4,0.80325
996138,2019-8,1,0.9661
996138,2019-9,1,0.8977
996138,2020-1,1,0.938
997859,2013-10,1,0.9245
997859,2013-11,1,0.9738
997859,2013-12,1,0.7257
997859,2013-4,2,0.9653
997859,2013-5,1,0.872
997859,2013-6,2,0.97785
997859,2013-7,1,0.9823
997859,2013-8,2,0.92065
997859,2014-10,1,0.5219
997859,2014-11,2,0.9823
997859,2014-12,1,0.9895
997859,2014-5,1,0.8821
997859,2014-6,2,0.96765
997859,2014-8,3,0.6067666666666667
997859,2015-1,1,0.7873
997859,2015-2,1,0.9886
997859,2015-3,1,0.9656
997859,2015-5,2,0.97845
997859,2016-6,1,0.98
997859,2017-10,1,0.9287
997859,2017-7,1,0.836
997859,2018-10,1,0.9298
997859,2018-12,2,0.8961
997859,2018-4,1,0.9465
997859,2018-5,2,0.91785
997859,2018-6,4,0.7563249999999999
997859,2018-7,2,0.8221
997859,2018-8,1,0.969
997859,2018-9,2,0.7004
997859,2019-1,1,0.9081
997859,2019-10,3,0.8106333333333332
997859,2019-11,2,0.8129500000000001
997859,2019-12,1,0.9375
997859,2019-2,1,0.9551
997859,2019-3,2,0.77475
997859,2019-4,1,0.8832
997859,2019-5,1,0.8555
997859,2019-6,2,0.8654
997859,2019-7,2,0.26675
997859,2019-8,1,0.9776
997859,2019-9,2,0.91665
997859,2020-1,1,0.9393
1003792,2016-11,1,0.9615
1003792,2016-12,1,0.9908
1003792,2016-3,1,0.937
1003792,2016-4,1,0.9752
1003792,2016-5,2,0.6819500000000001
1003792,2016-6,1,0.9864
1003792,2016-7,4,0.49219999999999997
1003792,2016-8,7,0.09845714285714287
1003792,2017-1,1,0.6588
1003792,2017-10,2,0.9179999999999999
1003792,2017-11,1,0.8858
1003792,2017-3,2,0.9434
1003792,2017-4,1,0.5194
1003792,2017-5,2,0.93355
1003792,2017-6,1,0.9949
1003792,2017-9,1,0.9575
1003792,2018-10,2,0.92625
1003792,2018-3,2,0.9148000000000001
1003792,2018-4,5,0.8941600000000001
1003792,2018-5,1,0.9265
1003792,2018-7,1,0.6249
1003792,2018-8,1,0.9465
1003792,2018-9,1,0.8024
1003792,2019-10,5,0.72004
1003792,2019-3,1,0.9168
1003792,2019-4,1,0.9246
1003792,2019-5,3,0.5882999999999999
1003792,2019-9,3,0.8949000000000001
1018211,2013-5,1,0.9789
1018211,2013-6,1,0.9837
1018211,2014-12,1,0.8952
1018211,2014-8,1,0.9907
1018211,2015-12,1,0.949
1018211,2015-3,1,0.9648
1018211,2015-4,1,0.975
1018211,2015-5,1,0.0
1018211,2015-8,2,0.91025
1018211,2015-9,1,0.9558
1018211,2016-4,2,0.42215
1018211,2016-5,1,0.986
1018211,2017-1,1,0.7351
1018211,2017-5,1,0.8184
1018211,2017-7,1,0.9933
1018211,2017-9,1,0.8881
1018211,2018-1,1,0.7322
1018211,2018-4,1,0.9152
1018211,2019-12,1,0.9544
1018211,2019-8,1,0.9864
1018211,2019-9,1,0.855
1020841,2017-10,5,0.8309599999999999
1020841,2017-11,2,0.8814
1020841,2017-12,2,0.967
1020841,2017-6,3,0.7107666666666667
1020841,2017-7,8,0.8781625
1020841,2017-8,7,0.9172571428571429
1020841,2017-9,2,0.16585
1020841,2018-1,1,0.8126
1020841,2018-5,1,0.86
1020841,2018-8,1,0.0
1026034,2013-10,2,0.9222999999999999
1026034,2013-12,1,0.9821
1026034,2013-5,3,0.9554999999999999
1026034,2013-6,6,0.9660500000000001
1026034,2013-7,2,0.18334999999999996
1026034,2013-8,2,0.9175
1026034,2013-9,3,0.7985000000000001
1026034,2014-10,4,0.9378
1026034,2014-11,3,0.8906333333333333
1026034,2014-12,1,0.9633
1026034,2014-3,6,0.9425833333333333
1026034,2014-4,2,0.78035
1026034,2014-5,8,0.8990625000000001
1026034,2014-6,5,0.96058
1026034,2014-7,2,0.9521
1026034,2014-8,3,0.8947333333333333
1026034,2014-9,5,0.6864000000000001
1026034,2015-1,1,0.9665
1026034,2015-10,5,0.7771399999999999
1026034,2015-11,1,0.8173
1026034,2015-12,2,0.8506
1026034,2015-2,1,0.9201
1026034,2015-3,4,0.9663250000000001
1026034,2015-4,3,0.6528333333333333
1026034,2015-5,2,0.8712
1026034,2015-6,5,0.97636
1026034,2015-7,4,0.96485
1026034,2015-8,1,0.9673
1026034,2015-9,5,0.5339400000000001
1026034,2016-1,2,0.9588000000000001
1026034,2016-10,5,0.70342
1026034,2016-11,1,-0.9686
1026034,2016-12,1,0.9133
1026034,2016-2,3,0.9737333333333332
1026034,2016-3,6,0.8414
1026034,2016-4,6,0.9562
1026034,2016-5,4,0.968
1026034,2016-6,1,0.9167
1026034,2016-7,5,0.87328
1026034,2016-8,2,0.9460500000000001
1026034,2016-9,1,0.9657
1026034,2017-1,3,0.9580000000000001
1026034,2017-10,3,0.5072666666666666
1026034,2017-11,3,0.8923
1026034,2017-12,2,0.7693000000000001
1026034,2017-2,1,0.9913
1026034,2017-3,6,0.9004333333333333
1026034,2017-4,8,0.88115
1026034,2017-5,4,0.9275749999999999
1026034,2017-6,5,0.74946
1026034,2017-7,6,0.6025833333333334
1026034,2017-8,6,0.9154666666666667
1026034,2017-9,4,0.9523999999999999
1026034,2018-1,3,0.9699666666666666
1026034,2018-10,7,0.9086857142857143
1026034,2018-11,7,0.6219428571428571
1026034,2018-12,2,0.75065
1026034,2018-2,3,0.9590666666666667
1026034,2018-3,4,0.8207
1026034,2018-4,8,0.8181625
1026034,2018-5,9,0.8799444444444445
1026034,2018-8,6,0.886
1026034,2018-9,6,0.8890333333333332
1026034,2019-1,3,0.9075333333333333
1026034,2019-10,8,0.8967
1026034,2019-11,7,0.9158571428571429
1026034,2019-12,3,0.8490000000000001
1026034,2019-2,4,0.9096500000000001
1026034,2019-3,5,0.87652
1026034,2019-4,5,0.9557
1026034,2019-5,4,0.896325
1026034,2019-6,5,0.781
1026034,2019-7,4,0.8651500000000001
1026034,2019-8,8,0.92855
1026034,2019-9,7,0.8912714285714286
1026034,2020-1,4,0.9075750000000001
1026034,2020-2,2,0.9665
1035762,2015-7,2,0.8812
1035762,2019-5,1,0.981
1035762,2019-6,2,0.9491
1048410,2015-10,4,0.941775
1048410,2015-11,5,0.86736
1048410,2015-4,2,0.9918499999999999
1048410,2015-5,3,0.9636999999999999
1048410,2015-6,1,0.9875
1048410,2015-7,7,0.9171571428571429
1048410,2015-8,5,0.9061
1048410,2015-9,4,0.8807750000000001
1048410,2016-5,6,0.9457000000000001
1048410,2016-6,2,0.61915
1048410,2016-7,3,0.8732333333333333
1048410,2016-8,2,0.6897500000000001
1048410,2016-9,4,0.9386
1048410,2017-6,1,0.9816
1048410,2017-7,1,0.6239
1050419,2015-10,6,0.9126499999999999
1050419,2015-11,9,0.9055444444444445
1050419,2015-12,5,0.9521200000000001
1050419,2016-1,3,0.8502000000000001
1050419,2016-10,5,0.71416
1050419,2016-11,2,0.56775
1050419,2016-12,3,0.9146
1050419,2016-2,5,0.91964
1050419,2016-3,5,0.9277000000000001
1050419,2016-4,8,0.9471875000000001
1050419,2016-5,10,0.80709
1050419,2016-6,7,0.7339571428571429
1050419,2016-7,6,0.8850166666666667
1050419,2016-8,3,0.9348
1050419,2016-9,7,0.793142857142857
1050419,2017-1,2,0.7939
1050419,2017-10,4,0.919225
1050419,2017-12,1,0.9042
1050419,2017-2,3,0.7185
1050419,2017-3,2,0.97195
1050419,2017-4,4,0.920225
1050419,2017-5,2,0.7376499999999999
1050419,2017-6,5,0.8959999999999999
1050419,2017-7,1,0.5719
1050419,2017-8,6,0.8769166666666667
1050419,2017-9,2,0.7668
1050419,2018-1,1,0.8885
1050419,2018-10,9,0.8948777777777779
1050419,2018-11,3,0.7183
1050419,2018-12,6,0.9229666666666665
1050419,2018-2,2,0.9383
1050419,2018-3,3,0.9452333333333334
1050419,2018-4,1,0.5994
1050419,2018-5,3,0.8487
1050419,2018-6,4,0.88235
1050419,2018-7,2,0.8644499999999999
1050419,2018-8,5,0.93882
1050419,2018-9,1,0.9805
1050419,2019-1,3,0.8531
1050419,2019-10,7,0.6744428571428571
1050419,2019-11,3,0.9506666666666667
1050419,2019-12,5,0.7563799999999999
1050419,2019-2,4,0.63125
1050419,2019-3,6,0.8582000000000001
1050419,2019-4,5,0.9557800000000001
1050419,2019-5,9,0.8265777777777777
1050419,2019-6,5,0.86588
1050419,2019-7,6,0.7394166666666667
1050419,2019-8,6,0.8106
1050419,2019-9,5,0.7964
1050419,2020-1,9,0.8915000000000001
1050419,2020-2,1,0.9299
1078858,2014-3,1,0.9168
1078858,2014-4,1,0.9794
1078858,2014-5,1,0.8467
1078858,2014-6,1,0.9343
1078858,2014-7,1,0.92
1078858,2014-8,2,0.9092
1078858,2015-1,1,0.9207
1078858,2015-3,2,0.004799999999999971
1078858,2016-10,1,0.5994
1078858,2016-11,1,0.9496
1078858,2016-9,1,0.8439
1078858,2017-1,2,0.90395
1078858,2017-5,2,0.9558
1078858,2018-1,1,0.6588
1083336,2013-7,1,0.9891
1083336,2013-8,1,0.8814
1083336,2014-10,3,0.9577333333333332
1083336,2014-11,5,0.9032
1083336,2014-4,3,0.9611000000000001
1083336,2014-5,9,0.9329777777777779
1083336,2014-6,5,0.95806
1083336,2014-7,7,0.7565285714285714
1083336,2014-8,11,0.8860636363636363
1083336,2014-9,8,0.8445875000000002
1083336,2015-1,5,0.9708200000000001
1083336,2015-10,1,0.9836
1083336,2015-11,4,0.926525
1083336,2015-12,4,0.92575
1083336,2015-2,6,0.7907666666666667
1083336,2015-3,4,0.72975
1083336,2015-4,3,0.8257666666666666
1083336,2015-5,2,0.9204
1083336,2015-7,4,0.63225
1083336,2015-8,5,0.9692599999999999
1083336,2015-9,2,0.9532
1083336,2016-1,6,0.9265
1083336,2016-10,7,0.615157142857143
1083336,2016-11,7,0.8603285714285714
1083336,2016-12,4,0.936275
1083336,2016-2,1,0.7495
1083336,2016-3,3,0.9842666666666666
1083336,2016-4,4,0.727
1083336,2016-5,5,0.87798
1083336,2016-6,2,0.93805
1083336,2016-7,3,0.3251
1083336,2016-8,4,0.847025
1083336,2016-9,4,0.92755
1083336,2017-1,4,0.717025
1083336,2017-10,2,0.7657
1083336,2017-11,3,0.9054666666666668
1083336,2017-12,2,0.78355
1083336,2017-2,6,0.7889
1083336,2017-3,10,0.8865000000000002
1083336,2017-4,3,0.8156333333333333
1083336,2017-5,6,0.6956666666666665
1083336,2017-6,2,0.97095
1083336,2017-7,1,0.9778
1083336,2017-8,7,0.8541142857142857
1083336,2017-9,2,0.9600500000000001
1083336,2018-1,4,0.9127749999999999
1083336,2018-10,6,0.7421166666666666
1083336,2018-11,5,0.5333
1083336,2018-12,9,0.8465666666666666
1083336,2018-2,3,0.9135333333333334
1083336,2018-3,5,0.8725799999999999
1083336,2018-4,3,0.8022
1083336,2018-5,8,0.9254875
1083336,2018-6,9,0.7738888888888887
1083336,2018-7,8,0.9423
1083336,2018-8,7,0.5102571428571429
1083336,2018-9,9,0.8067777777777778
1083336,2019-1,7,0.8929
1083336,2019-12,1,0.9697
1083336,2019-2,8,0.7664124999999999
1083336,2019-3,4,0.867575
1083336,2019-4,4,0.8953500000000001
1083336,2019-5,10,0.81282
1083336,2019-6,8,0.8970125
1083336,2019-7,4,0.67915
1083336,2019-8,5,0.8528800000000001
1083336,2020-2,1,0.7322
1086168,2013-10,3,0.9460666666666667
1086168,2013-12,1,0.9633
1086168,2014-10,2,0.95895
1086168,2014-11,1,0.9592
1086168,2014-3,1,0.9369
1086168,2014-4,2,0.93375
1086168,2014-5,1,0.9842
1086168,2014-6,1,0.8967
1086168,2014-7,2,0.9882500000000001
1086168,2014-8,1,0.9942
1086168,2015-1,1,0.9402
1086168,2015-12,1,0.0
1086168,2015-3,2,0.9861
1086168,2015-4,4,0.9459
1086168,2015-5,2,0.9015500000000001
1086168,2015-6,3,0.7742
1086168,2015-7,3,0.9294666666666668
1086168,2015-8,2,0.9833000000000001
1086168,2015-9,1,0.743
1086168,2016-1,2,0.89005
1086168,2016-2,1,0.6249
1086168,2016-3,3,0.9780000000000001
1086168,2016-4,5,0.96036
1086168,2016-5,3,0.9681666666666667
1086168,2016-6,2,0.95785
1086168,2016-7,1,0.9821
1086168,2017-10,5,0.7625399999999999
1086168,2017-11,2,0.8949
1086168,2017-12,1,0.9761
1086168,2017-2,1,0.9371
1086168,2017-3,2,0.9480500000000001
1086168,2017-4,7,0.8332285714285713
1086168,2017-5,2,0.9707
1086168,2017-6,2,0.9647
1086168,2017-7,2,0.95365
1086168,2017-9,1,0.2732
1086168,2018-1,3,0.9327333333333333
1086168,2018-4,1,0.9549
1086168,2018-5,1,0.0
1086168,2019-10,1,0.9115
1092713,2013-10,4,0.8476999999999999
1092713,2013-11,4,0.6682
1092713,2013-12,1,0.952
1092713,2013-5,3,0.6233333333333334
1092713,2013-6,6,0.9390833333333332
1092713,2013-7,2,0.8448
1092713,2013-9,3,0.9621
1092713,2014-1,2,0.9134
1092713,2014-10,8,0.942325
1092713,2014-11,7,0.9738857142857142
1092713,2014-2,3,0.9174000000000001
1092713,2014-3,1,0.9371
1092713,2014-4,2,0.99115
1092713,2014-5,5,0.96054
1092713,2014-6,5,0.9137599999999999
1092713,2014-7,8,0.9467125000000001
1092713,2014-8,3,0.9837333333333333
1092713,2014-9,5,0.93862
1092713,2015-1,7,0.8843285714285714
1092713,2015-10,14,0.8384
1092713,2015-11,4,0.8372750000000001
1092713,2015-12,3,0.9300999999999999
1092713,2015-2,1,0.9655
1092713,2015-3,4,0.9046
1092713,2015-4,3,0.9186333333333333
1092713,2015-5,7,0.9598857142857143
1092713,2015-6,8,0.9327625
1092713,2015-7,8,0.8897125
1092713,2015-8,6,0.7823166666666667
1092713,2015-9,4,0.927425
1092713,2016-1,3,0.9387333333333333
1092713,2016-10,2,0.8726499999999999
1092713,2016-2,6,0.8253499999999998
1092713,2016-3,3,0.9485
1092713,2016-4,4,0.9136
1092713,2016-5,2,0.8448
1092713,2016-6,3,0.9261333333333334
1092713,2016-7,2,0.78115
1092713,2016-8,1,0.8996
1092713,2016-9,4,0.44315000000000004
1092713,2017-10,5,0.6060399999999999
1092713,2017-11,9,0.5171666666666668
1092713,2017-12,6,0.2680833333333333
1092713,2017-2,1,0.8625
1092713,2017-5,4,0.6825
1092713,2017-6,4,0.69375
1092713,2017-7,4,0.928075
1092713,2017-8,2,0.7505
1092713,2017-9,4,0.8914500000000001
1092713,2018-1,4,0.5435749999999999
1092713,2018-10,5,0.8652799999999999
1092713,2018-11,5,0.88124
1092713,2018-12,2,0.97885
1092713,2018-2,4,0.8512
1092713,2018-3,5,0.745
1092713,2018-4,6,0.8074499999999999
1092713,2018-5,3,0.6741333333333333
1092713,2018-6,4,0.780375
1092713,2018-7,7,0.7892714285714285
1092713,2018-8,5,0.95116
1092713,2018-9,6,0.87485
1092713,2019-1,5,0.8053799999999999
1092713,2019-10,7,0.8207285714285713
1092713,2019-11,2,0.8250500000000001
1092713,2019-12,2,0.46675
1092713,2019-2,6,0.5004166666666666
1092713,2019-3,4,0.781375
1092713,2019-4,4,0.9037
1092713,2019-5,6,0.6471833333333334
1092713,2019-6,5,0.9090399999999998
1092713,2019-7,1,0.9923
1092713,2019-8,4,0.805475
1092713,2019-9,3,0.48550000000000004
1092713,2020-1,5,0.88476
1092713,2020-2,2,0.96715
1098825,2013-11,2,0.9177500000000001
1098825,2013-5,5,0.94686
1098825,2013-6,2,0.96905
1098825,2014-10,7,0.0
1098825,2014-3,4,0.866375
1098825,2014-4,5,0.9787800000000001
1098825,2014-5,7,0.5766142857142856
1098825,2014-6,2,0.9585
1098825,2014-8,1,0.9296
1098825,2014-9,3,0.6545666666666666
1098825,2015-1,2,0.6073999999999999
1098825,2015-10,3,0.9326666666666666
1098825,2015-6,5,0.9771600000000001
1098825,2015-7,1,0.9873
1098825,2016-10,3,0.8765999999999999
1098825,2016-2,1,0.8943
1098825,2016-3,1,0.9867
1098825,2016-4,2,0.9873000000000001
1098825,2016-7,3,0.9618666666666665
1098825,2016-8,2,0.9428000000000001
1098825,2017-1,1,0.9663
1098825,2018-3,1,0.9178
1098825,2018-4,1,0.9717
1098825,2018-5,2,0.8161
1098825,2018-8,1,0.9672
1109640,2013-10,1,0.993
1109640,2013-11,1,0.9894
1109640,2013-12,1,0.9485
1109640,2013-5,1,0.9928
1109640,2013-6,2,0.9448
1109640,2013-7,5,0.9686
1109640,2013-9,1,0.9894
1109640,2014-1,1,0.944
1109640,2014-10,1,0.9988
1109640,2014-11,1,0.9987
1109640,2014-12,1,0.9799
1109640,2014-5,1,0.9903
1109640,2014-6,2,0.9216500000000001
1109640,2014-9,4,0.95535
1109640,2015-10,3,0.9815999999999999
1109640,2015-11,2,0.9655
1109640,2015-12,2,0.8868
1109640,2015-5,1,0.9313
1109640,2015-9,2,0.9781500000000001
1109640,2016-1,2,0.9834499999999999
1109640,2016-10,3,0.5185333333333334
1109640,2016-12,2,0.96635
1109640,2016-2,4,0.944325
1109640,2016-3,4,0.97565
1109640,2016-4,1,0.9765
1109640,2016-5,1,0.9923
1109640,2016-7,1,0.6249
1109640,2016-8,5,0.65648
1109640,2016-9,1,-0.4724
1109640,2017-1,1,0.8122
1109640,2017-10,3,0.9087000000000001
1109640,2017-12,2,0.81785
1109640,2017-2,1,0.7347
1109640,2017-3,2,0.54955
1109640,2017-4,2,0.9206000000000001
1109640,2017-6,2,0.9735499999999999
1109640,2017-7,1,0.9895
1109640,2017-8,1,0.9705
1109640,2018-10,4,0.84605
1109640,2018-11,3,0.6354000000000001
1109640,2018-12,3,0.9632999999999999
1109640,2018-4,1,0.9216
1109640,2018-6,1,0.9671
1109640,2018-7,1,0.9606
1109640,2018-9,2,0.92835
1109640,2019-1,2,0.96825
1109640,2019-10,5,0.8355599999999999
1109640,2019-11,2,0.89445
1109640,2019-12,2,0.96145
1109640,2019-2,2,0.9607
1109640,2019-3,3,0.391
1109640,2019-4,4,0.760525
1109640,2019-5,4,0.9119
1109640,2019-6,4,0.9497
1109640,2019-7,3,0.9674333333333333
1109640,2019-8,2,0.43275
1109640,2019-9,2,0.98045
1112617,2015-10,3,0.9370666666666666
1112617,2015-11,7,0.9213714285714286
1112617,2015-12,3,0.9165000000000001
1112617,2015-5,2,0.9716
1112617,2015-6,5,0.92978
1112617,2015-7,4,0.92725
1112617,2015-8,4,0.865375
1112617,2016-1,5,0.85684
1112617,2016-10,1,0.8306
1112617,2016-11,2,0.9761
1112617,2016-12,5,0.8243600000000001
1112617,2016-2,10,0.8810800000000001
1112617,2016-3,6,0.8703500000000001
1112617,2016-4,7,0.945457142857143
1112617,2016-5,4,0.695475
1112617,2016-7,2,0.72545
1112617,2016-8,7,0.8468142857142859
1112617,2016-9,3,0.9482333333333334
1112617,2017-1,4,0.8903
1112617,2017-10,8,0.778875
1112617,2017-11,5,0.8631399999999999
1112617,2017-12,5,0.94092
1112617,2017-2,3,0.8775
1112617,2017-3,10,0.74678
1112617,2017-4,6,0.9119333333333334
1112617,2017-5,10,0.7432
1112617,2017-6,10,0.86357
1112617,2017-7,6,0.8111166666666666
1112617,2017-8,4,0.9643999999999999
1112617,2017-9,7,0.8730428571428572
1112617,2018-1,3,0.9379333333333334
1112617,2018-2,2,0.5937
1112617,2018-3,5,0.7851800000000001
1112617,2018-4,6,0.8053833333333332
1112617,2018-5,5,0.5464600000000001
1112617,2019-12,1,0.8908
1114525,2019-2,3,0.32073333333333337
1114525,2019-3,4,0.9521499999999999
1126839,2013-10,2,0.4612
1126839,2013-11,1,0.9816
1126839,2013-12,1,0.9841
1126839,2013-5,1,0.9313
1126839,2013-6,1,0.9912
1126839,2013-7,1,0.9876
1126839,2014-1,1,0.9509
1126839,2014-11,2,0.94945
1126839,2014-3,2,0.9389000000000001
1126839,2014-4,3,0.9042
1126839,2014-5,1,0.8667
1126839,2014-6,1,0.7951
1126839,2014-9,2,0.97295
1126839,2015-1,1,0.9736
1126839,2015-2,3,0.967
1126839,2015-3,2,0.005099999999999993
1126839,2015-4,4,0.982175
1126839,2015-7,2,0.0
